15.1649 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
177.7093 	EXP 	window1: recordFrameIntervals = False
178.7091 	EXP 	fixation: autoDraw = False
179.6936 	EXP 	grating: autoDraw = True
179.6936 	EXP 	grating: tex = 'sin'
179.9933 	EXP 	grating: autoDraw = False
180.3624 	EXP 	window1: recordFrameIntervals = False
180.3648 	DATA 	Keypress: right
180.3771 	EXP 	fixation: autoDraw = False
180.3771 	EXP 	grating: autoDraw = False
180.3771 	EXP 	fixation: autoDraw = True
180.3773 	EXP 	window1: recordFrameIntervals = False
181.1472 	DATA 	Keypress: left
181.3769 	EXP 	fixation: autoDraw = False
182.3611 	EXP 	grating: autoDraw = True
182.3611 	EXP 	grating: tex = 'sin'
182.6608 	EXP 	grating: autoDraw = False
182.7800 	EXP 	window1: recordFrameIntervals = False
182.7827 	DATA 	Keypress: right
182.7943 	EXP 	fixation: autoDraw = False
182.7943 	EXP 	grating: autoDraw = False
182.7943 	EXP 	fixation: autoDraw = True
182.7945 	EXP 	window1: recordFrameIntervals = False
183.7945 	EXP 	fixation: autoDraw = False
184.7785 	EXP 	grating: autoDraw = True
184.7785 	EXP 	grating: tex = 'sin'
185.0784 	EXP 	grating: autoDraw = False
185.3474 	EXP 	window1: recordFrameIntervals = False
185.3500 	DATA 	Keypress: right
185.3619 	EXP 	fixation: autoDraw = False
185.3619 	EXP 	grating: autoDraw = False
185.3619 	EXP 	fixation: autoDraw = True
185.3621 	EXP 	window1: recordFrameIntervals = False
186.3620 	EXP 	fixation: autoDraw = False
187.3465 	EXP 	grating: autoDraw = True
187.3465 	EXP 	grating: tex = 'sin'
187.6461 	EXP 	grating: autoDraw = False
187.7491 	EXP 	window1: recordFrameIntervals = False
187.7520 	DATA 	Keypress: left
187.7630 	EXP 	fixation: autoDraw = False
187.7630 	EXP 	grating: autoDraw = False
187.7630 	EXP 	fixation: autoDraw = True
187.7633 	EXP 	window1: recordFrameIntervals = False
188.7631 	EXP 	fixation: autoDraw = False
189.7639 	EXP 	grating: autoDraw = True
189.7639 	EXP 	grating: tex = 'sin'
190.0637 	EXP 	grating: autoDraw = False
190.4494 	EXP 	window1: recordFrameIntervals = False
190.4519 	DATA 	Keypress: right
190.4640 	EXP 	fixation: autoDraw = False
190.4640 	EXP 	grating: autoDraw = False
190.4640 	EXP 	fixation: autoDraw = True
190.4642 	EXP 	window1: recordFrameIntervals = False
191.4638 	EXP 	fixation: autoDraw = False
192.4484 	EXP 	grating: autoDraw = True
192.4484 	EXP 	grating: tex = 'sin'
192.7482 	EXP 	grating: autoDraw = False
192.8671 	EXP 	window1: recordFrameIntervals = False
192.8697 	DATA 	Keypress: right
192.8818 	EXP 	fixation: autoDraw = False
192.8818 	EXP 	grating: autoDraw = False
192.8818 	EXP 	fixation: autoDraw = True
192.8821 	EXP 	window1: recordFrameIntervals = False
193.8816 	EXP 	fixation: autoDraw = False
194.8660 	EXP 	grating: autoDraw = True
194.8660 	EXP 	grating: tex = 'sin'
195.1659 	EXP 	grating: autoDraw = False
195.2679 	DATA 	Keypress: left
195.2845 	EXP 	window1: recordFrameIntervals = False
195.2994 	EXP 	fixation: autoDraw = False
195.2994 	EXP 	grating: autoDraw = False
195.2994 	EXP 	fixation: autoDraw = True
195.2996 	EXP 	window1: recordFrameIntervals = False
196.2996 	EXP 	fixation: autoDraw = False
197.2832 	EXP 	grating: autoDraw = True
197.2832 	EXP 	grating: tex = 'sin'
197.5832 	EXP 	grating: autoDraw = False
197.7193 	EXP 	window1: recordFrameIntervals = False
197.7220 	DATA 	Keypress: left
197.7334 	EXP 	fixation: autoDraw = False
197.7334 	EXP 	grating: autoDraw = False
197.7334 	EXP 	fixation: autoDraw = True
197.7336 	EXP 	window1: recordFrameIntervals = False
198.7335 	EXP 	fixation: autoDraw = False
199.7342 	EXP 	grating: autoDraw = True
199.7342 	EXP 	grating: tex = 'sin'
200.0341 	EXP 	grating: autoDraw = False
200.0864 	EXP 	window1: recordFrameIntervals = False
200.0888 	DATA 	Keypress: right
200.1009 	EXP 	fixation: autoDraw = False
200.1009 	EXP 	grating: autoDraw = False
200.1009 	EXP 	fixation: autoDraw = True
200.1011 	EXP 	window1: recordFrameIntervals = False
201.1010 	EXP 	fixation: autoDraw = False
202.0855 	EXP 	grating: autoDraw = True
202.0855 	EXP 	grating: tex = 'sin'
202.3850 	EXP 	grating: autoDraw = False
202.5373 	EXP 	window1: recordFrameIntervals = False
202.5398 	DATA 	Keypress: right
202.5519 	EXP 	fixation: autoDraw = False
202.5519 	EXP 	grating: autoDraw = False
202.5519 	EXP 	fixation: autoDraw = True
202.5521 	EXP 	window1: recordFrameIntervals = False
203.5522 	EXP 	fixation: autoDraw = False
204.5361 	EXP 	grating: autoDraw = True
204.5361 	EXP 	grating: tex = 'sin'
204.8363 	EXP 	grating: autoDraw = False
205.1055 	EXP 	window1: recordFrameIntervals = False
205.1079 	DATA 	Keypress: left
205.1195 	EXP 	fixation: autoDraw = False
205.1195 	EXP 	grating: autoDraw = False
205.1195 	EXP 	fixation: autoDraw = True
205.1197 	EXP 	window1: recordFrameIntervals = False
206.1195 	EXP 	fixation: autoDraw = False
207.1204 	EXP 	grating: autoDraw = True
207.1204 	EXP 	grating: tex = 'sin'
207.4202 	EXP 	grating: autoDraw = False
207.5227 	EXP 	window1: recordFrameIntervals = False
207.5252 	DATA 	Keypress: right
207.5369 	EXP 	fixation: autoDraw = False
207.5369 	EXP 	grating: autoDraw = False
207.5369 	EXP 	fixation: autoDraw = True
207.5372 	EXP 	window1: recordFrameIntervals = False
208.5373 	EXP 	fixation: autoDraw = False
209.5212 	EXP 	grating: autoDraw = True
209.5212 	EXP 	grating: tex = 'sin'
209.8212 	EXP 	grating: autoDraw = False
209.9236 	EXP 	window1: recordFrameIntervals = False
209.9262 	DATA 	Keypress: left
209.9381 	EXP 	fixation: autoDraw = False
209.9381 	EXP 	grating: autoDraw = False
209.9381 	EXP 	fixation: autoDraw = True
209.9383 	EXP 	window1: recordFrameIntervals = False
210.9380 	EXP 	fixation: autoDraw = False
211.9220 	EXP 	grating: autoDraw = True
211.9220 	EXP 	grating: tex = 'sin'
212.2221 	EXP 	grating: autoDraw = False
212.3740 	EXP 	window1: recordFrameIntervals = False
212.3766 	DATA 	Keypress: left
212.3892 	EXP 	fixation: autoDraw = False
212.3892 	EXP 	grating: autoDraw = False
212.3892 	EXP 	fixation: autoDraw = True
212.3896 	EXP 	window1: recordFrameIntervals = False
213.3891 	EXP 	fixation: autoDraw = False
214.3731 	EXP 	grating: autoDraw = True
214.3731 	EXP 	grating: tex = 'sin'
214.6733 	EXP 	grating: autoDraw = False
218.7269 	EXP 	window1: recordFrameIntervals = False
218.7294 	DATA 	Keypress: left
218.7417 	EXP 	fixation: autoDraw = False
218.7417 	EXP 	grating: autoDraw = False
218.7417 	EXP 	fixation: autoDraw = True
218.7420 	EXP 	window1: recordFrameIntervals = False
219.7414 	EXP 	fixation: autoDraw = False
220.7255 	EXP 	grating: autoDraw = True
220.7255 	EXP 	grating: tex = 'sin'
221.0255 	EXP 	grating: autoDraw = False
221.2282 	EXP 	window1: recordFrameIntervals = False
221.2306 	DATA 	Keypress: right
221.2425 	EXP 	fixation: autoDraw = False
221.2425 	EXP 	grating: autoDraw = False
221.2425 	EXP 	fixation: autoDraw = True
221.2427 	EXP 	window1: recordFrameIntervals = False
222.2425 	EXP 	fixation: autoDraw = False
223.2265 	EXP 	grating: autoDraw = True
223.2265 	EXP 	grating: tex = 'sin'
223.5268 	EXP 	grating: autoDraw = False
223.8456 	EXP 	window1: recordFrameIntervals = False
223.8481 	DATA 	Keypress: left
223.8601 	EXP 	fixation: autoDraw = False
223.8601 	EXP 	grating: autoDraw = False
223.8601 	EXP 	fixation: autoDraw = True
223.8603 	EXP 	window1: recordFrameIntervals = False
224.8601 	EXP 	fixation: autoDraw = False
225.8441 	EXP 	grating: autoDraw = True
225.8441 	EXP 	grating: tex = 'sin'
226.1441 	EXP 	grating: autoDraw = False
226.2795 	EXP 	window1: recordFrameIntervals = False
226.2822 	DATA 	Keypress: right
226.2945 	EXP 	fixation: autoDraw = False
226.2945 	EXP 	grating: autoDraw = False
226.2945 	EXP 	fixation: autoDraw = True
226.2948 	EXP 	window1: recordFrameIntervals = False
227.2943 	EXP 	fixation: autoDraw = False
228.2785 	EXP 	grating: autoDraw = True
228.2785 	EXP 	grating: tex = 'sin'
228.5785 	EXP 	grating: autoDraw = False
228.8485 	EXP 	window1: recordFrameIntervals = False
228.8509 	DATA 	Keypress: left
228.8622 	EXP 	fixation: autoDraw = False
228.8622 	EXP 	grating: autoDraw = False
228.8622 	EXP 	fixation: autoDraw = True
228.8625 	EXP 	window1: recordFrameIntervals = False
229.8620 	EXP 	fixation: autoDraw = False
230.8627 	EXP 	grating: autoDraw = True
230.8627 	EXP 	grating: tex = 'sin'
231.1626 	EXP 	grating: autoDraw = False
231.3154 	EXP 	window1: recordFrameIntervals = False
231.3183 	DATA 	Keypress: right
231.3296 	EXP 	fixation: autoDraw = False
231.3296 	EXP 	grating: autoDraw = False
231.3296 	EXP 	fixation: autoDraw = True
231.3299 	EXP 	window1: recordFrameIntervals = False
232.3299 	EXP 	fixation: autoDraw = False
233.3140 	EXP 	grating: autoDraw = True
233.3140 	EXP 	grating: tex = 'sin'
233.6135 	EXP 	grating: autoDraw = False
233.8158 	EXP 	window1: recordFrameIntervals = False
233.8182 	DATA 	Keypress: left
233.8306 	EXP 	fixation: autoDraw = False
233.8306 	EXP 	grating: autoDraw = False
233.8306 	EXP 	fixation: autoDraw = True
233.8308 	EXP 	window1: recordFrameIntervals = False
234.8305 	EXP 	fixation: autoDraw = False
235.8149 	EXP 	grating: autoDraw = True
235.8149 	EXP 	grating: tex = 'sin'
236.1145 	EXP 	grating: autoDraw = False
236.3501 	EXP 	window1: recordFrameIntervals = False
236.3526 	DATA 	Keypress: left
236.3650 	EXP 	fixation: autoDraw = False
236.3650 	EXP 	grating: autoDraw = False
236.3650 	EXP 	fixation: autoDraw = True
236.3653 	EXP 	window1: recordFrameIntervals = False
237.3654 	EXP 	fixation: autoDraw = False
238.3489 	EXP 	grating: autoDraw = True
238.3489 	EXP 	grating: tex = 'sin'
238.6490 	EXP 	grating: autoDraw = False
238.7179 	EXP 	window1: recordFrameIntervals = False
238.7203 	DATA 	Keypress: left
238.7324 	EXP 	fixation: autoDraw = False
238.7324 	EXP 	grating: autoDraw = False
238.7324 	EXP 	fixation: autoDraw = True
238.7326 	EXP 	window1: recordFrameIntervals = False
239.7324 	EXP 	fixation: autoDraw = False
240.7166 	EXP 	grating: autoDraw = True
240.7166 	EXP 	grating: tex = 'sin'
241.0165 	EXP 	grating: autoDraw = False
241.1688 	EXP 	window1: recordFrameIntervals = False
241.1712 	DATA 	Keypress: right
241.1832 	EXP 	fixation: autoDraw = False
241.1832 	EXP 	grating: autoDraw = False
241.1832 	EXP 	fixation: autoDraw = True
241.1835 	EXP 	window1: recordFrameIntervals = False
242.1834 	EXP 	fixation: autoDraw = False
243.1677 	EXP 	grating: autoDraw = True
243.1677 	EXP 	grating: tex = 'sin'
243.4673 	EXP 	grating: autoDraw = False
243.9197 	EXP 	window1: recordFrameIntervals = False
243.9222 	DATA 	Keypress: left
243.9346 	EXP 	fixation: autoDraw = False
243.9346 	EXP 	grating: autoDraw = False
243.9346 	EXP 	fixation: autoDraw = True
243.9348 	EXP 	window1: recordFrameIntervals = False
244.9345 	EXP 	fixation: autoDraw = False
245.9184 	EXP 	grating: autoDraw = True
245.9184 	EXP 	grating: tex = 'sin'
246.2184 	EXP 	grating: autoDraw = False
246.4045 	EXP 	window1: recordFrameIntervals = False
246.4070 	DATA 	Keypress: right
246.4185 	EXP 	fixation: autoDraw = False
246.4185 	EXP 	grating: autoDraw = False
246.4185 	EXP 	fixation: autoDraw = True
246.4187 	EXP 	window1: recordFrameIntervals = False
247.4187 	EXP 	fixation: autoDraw = False
248.4034 	EXP 	grating: autoDraw = True
248.4034 	EXP 	grating: tex = 'sin'
248.7030 	EXP 	grating: autoDraw = False
249.0056 	EXP 	window1: recordFrameIntervals = False
249.0080 	DATA 	Keypress: right
249.0199 	EXP 	fixation: autoDraw = False
249.0199 	EXP 	grating: autoDraw = False
249.0199 	EXP 	fixation: autoDraw = True
249.0202 	EXP 	window1: recordFrameIntervals = False
250.0199 	EXP 	fixation: autoDraw = False
251.0036 	EXP 	grating: autoDraw = True
251.0036 	EXP 	grating: tex = 'sin'
251.3036 	EXP 	grating: autoDraw = False
251.5729 	EXP 	window1: recordFrameIntervals = False
251.5754 	DATA 	Keypress: right
251.5873 	EXP 	fixation: autoDraw = False
251.5873 	EXP 	grating: autoDraw = False
251.5873 	EXP 	fixation: autoDraw = True
251.5875 	EXP 	window1: recordFrameIntervals = False
252.5874 	EXP 	fixation: autoDraw = False
253.5716 	EXP 	grating: autoDraw = True
253.5716 	EXP 	grating: tex = 'sin'
253.8713 	EXP 	grating: autoDraw = False
253.9572 	EXP 	window1: recordFrameIntervals = False
253.9597 	DATA 	Keypress: left
253.9717 	EXP 	fixation: autoDraw = False
253.9717 	EXP 	grating: autoDraw = False
253.9717 	EXP 	fixation: autoDraw = True
253.9720 	EXP 	window1: recordFrameIntervals = False
254.9717 	EXP 	fixation: autoDraw = False
255.9557 	EXP 	grating: autoDraw = True
255.9557 	EXP 	grating: tex = 'sin'
256.2555 	EXP 	grating: autoDraw = False
256.3410 	EXP 	window1: recordFrameIntervals = False
256.3435 	DATA 	Keypress: right
256.3557 	EXP 	fixation: autoDraw = False
256.3557 	EXP 	grating: autoDraw = False
256.3557 	EXP 	fixation: autoDraw = True
256.3559 	EXP 	window1: recordFrameIntervals = False
257.3559 	EXP 	fixation: autoDraw = False
258.3403 	EXP 	grating: autoDraw = True
258.3403 	EXP 	grating: tex = 'sin'
258.6399 	EXP 	grating: autoDraw = False
258.9754 	EXP 	window1: recordFrameIntervals = False
258.9781 	DATA 	Keypress: left
258.9902 	EXP 	fixation: autoDraw = False
258.9902 	EXP 	grating: autoDraw = False
258.9902 	EXP 	fixation: autoDraw = True
258.9904 	EXP 	window1: recordFrameIntervals = False
259.9904 	EXP 	fixation: autoDraw = False
260.9745 	EXP 	grating: autoDraw = True
260.9745 	EXP 	grating: tex = 'sin'
261.2744 	EXP 	grating: autoDraw = False
263.3940 	EXP 	window1: recordFrameIntervals = False
263.3958 	DATA 	Keypress: left
263.4086 	EXP 	fixation: autoDraw = False
263.4086 	EXP 	grating: autoDraw = False
263.4086 	EXP 	fixation: autoDraw = True
263.4087 	EXP 	window1: recordFrameIntervals = False
264.4085 	EXP 	fixation: autoDraw = False
265.3923 	EXP 	grating: autoDraw = True
265.3923 	EXP 	grating: tex = 'sin'
265.6924 	EXP 	grating: autoDraw = False
266.0276 	EXP 	window1: recordFrameIntervals = False
266.0295 	DATA 	Keypress: left
266.0431 	EXP 	fixation: autoDraw = False
266.0431 	EXP 	grating: autoDraw = False
266.0431 	EXP 	fixation: autoDraw = True
266.0434 	EXP 	window1: recordFrameIntervals = False
267.0430 	EXP 	fixation: autoDraw = False
268.0269 	EXP 	grating: autoDraw = True
268.0269 	EXP 	grating: tex = 'sin'
268.3269 	EXP 	grating: autoDraw = False
268.5459 	EXP 	window1: recordFrameIntervals = False
268.5484 	DATA 	Keypress: right
268.5605 	EXP 	fixation: autoDraw = False
268.5605 	EXP 	grating: autoDraw = False
268.5605 	EXP 	fixation: autoDraw = True
268.5607 	EXP 	window1: recordFrameIntervals = False
269.5607 	EXP 	fixation: autoDraw = False
270.5443 	EXP 	grating: autoDraw = True
270.5443 	EXP 	grating: tex = 'sin'
270.8445 	EXP 	grating: autoDraw = False
271.0128 	EXP 	window1: recordFrameIntervals = False
271.0149 	DATA 	Keypress: left
271.0277 	EXP 	fixation: autoDraw = False
271.0277 	EXP 	grating: autoDraw = False
271.0277 	EXP 	fixation: autoDraw = True
271.0279 	EXP 	window1: recordFrameIntervals = False
272.0279 	EXP 	fixation: autoDraw = False
273.0119 	EXP 	grating: autoDraw = True
273.0119 	EXP 	grating: tex = 'sin'
273.3119 	EXP 	grating: autoDraw = False
273.4299 	EXP 	window1: recordFrameIntervals = False
273.4312 	DATA 	Keypress: right
273.4453 	EXP 	fixation: autoDraw = False
273.4453 	EXP 	grating: autoDraw = False
273.4453 	EXP 	fixation: autoDraw = True
273.4455 	EXP 	window1: recordFrameIntervals = False
274.4456 	EXP 	fixation: autoDraw = False
275.4295 	EXP 	grating: autoDraw = True
275.4295 	EXP 	grating: tex = 'sin'
275.7297 	EXP 	grating: autoDraw = False
275.8645 	EXP 	window1: recordFrameIntervals = False
275.8660 	DATA 	Keypress: right
275.8798 	EXP 	fixation: autoDraw = False
275.8798 	EXP 	grating: autoDraw = False
275.8798 	EXP 	fixation: autoDraw = True
275.8799 	EXP 	window1: recordFrameIntervals = False
276.8797 	EXP 	fixation: autoDraw = False
277.8642 	EXP 	grating: autoDraw = True
277.8642 	EXP 	grating: tex = 'sin'
278.1318 	EXP 	window1: recordFrameIntervals = False
278.1332 	DATA 	Keypress: left
278.1479 	EXP 	fixation: autoDraw = False
278.1479 	EXP 	grating: autoDraw = False
278.1479 	EXP 	fixation: autoDraw = True
278.1480 	EXP 	window1: recordFrameIntervals = False
279.1474 	EXP 	fixation: autoDraw = False
280.1315 	EXP 	grating: autoDraw = True
280.1315 	EXP 	grating: tex = 'sin'
280.4312 	EXP 	grating: autoDraw = False
282.8342 	EXP 	window1: recordFrameIntervals = False
282.8358 	DATA 	Keypress: left
282.8489 	EXP 	fixation: autoDraw = False
282.8489 	EXP 	grating: autoDraw = False
282.8489 	EXP 	fixation: autoDraw = True
282.8491 	EXP 	window1: recordFrameIntervals = False
283.8490 	EXP 	fixation: autoDraw = False
284.8331 	EXP 	grating: autoDraw = True
284.8331 	EXP 	grating: tex = 'sin'
285.1331 	EXP 	grating: autoDraw = False
285.2349 	EXP 	window1: recordFrameIntervals = False
285.2362 	DATA 	Keypress: right
285.2499 	EXP 	fixation: autoDraw = False
285.2499 	EXP 	grating: autoDraw = False
285.2499 	EXP 	fixation: autoDraw = True
285.2500 	EXP 	window1: recordFrameIntervals = False
286.2500 	EXP 	fixation: autoDraw = False
287.2340 	EXP 	grating: autoDraw = True
287.2340 	EXP 	grating: tex = 'sin'
287.5339 	EXP 	grating: autoDraw = False
287.6855 	EXP 	window1: recordFrameIntervals = False
287.6870 	DATA 	Keypress: left
287.7009 	EXP 	fixation: autoDraw = False
287.7009 	EXP 	grating: autoDraw = False
287.7009 	EXP 	fixation: autoDraw = True
287.7010 	EXP 	window1: recordFrameIntervals = False
288.7010 	EXP 	fixation: autoDraw = False
289.6850 	EXP 	grating: autoDraw = True
289.6850 	EXP 	grating: tex = 'sin'
289.9850 	EXP 	grating: autoDraw = False
290.4866 	EXP 	window1: recordFrameIntervals = False
290.4882 	DATA 	Keypress: left
290.5018 	EXP 	fixation: autoDraw = False
290.5018 	EXP 	grating: autoDraw = False
290.5018 	EXP 	fixation: autoDraw = True
290.5020 	EXP 	window1: recordFrameIntervals = False
291.2700 	DATA 	Keypress: right
291.5022 	EXP 	fixation: autoDraw = False
292.4862 	EXP 	grating: autoDraw = True
292.4862 	EXP 	grating: tex = 'sin'
292.7859 	EXP 	grating: autoDraw = False
292.9224 	EXP 	window1: recordFrameIntervals = False
292.9254 	DATA 	Keypress: left
292.9364 	EXP 	fixation: autoDraw = False
292.9364 	EXP 	grating: autoDraw = False
292.9364 	EXP 	fixation: autoDraw = True
292.9367 	EXP 	window1: recordFrameIntervals = False
293.9365 	EXP 	fixation: autoDraw = False
294.9369 	EXP 	grating: autoDraw = True
294.9369 	EXP 	grating: tex = 'sin'
295.2370 	EXP 	grating: autoDraw = False
299.8072 	EXP 	window1: recordFrameIntervals = False
299.8089 	DATA 	Keypress: left
299.8221 	EXP 	fixation: autoDraw = False
299.8221 	EXP 	grating: autoDraw = False
299.8221 	EXP 	fixation: autoDraw = True
299.8223 	EXP 	window1: recordFrameIntervals = False
300.8222 	EXP 	fixation: autoDraw = False
301.8063 	EXP 	grating: autoDraw = True
301.8063 	EXP 	grating: tex = 'sin'
302.1064 	EXP 	grating: autoDraw = False
302.2915 	EXP 	window1: recordFrameIntervals = False
302.2930 	DATA 	Keypress: left
302.3064 	EXP 	fixation: autoDraw = False
302.3064 	EXP 	grating: autoDraw = False
302.3064 	EXP 	fixation: autoDraw = True
302.3065 	EXP 	window1: recordFrameIntervals = False
303.3067 	EXP 	fixation: autoDraw = False
304.2906 	EXP 	grating: autoDraw = True
304.2906 	EXP 	grating: tex = 'sin'
304.5906 	EXP 	grating: autoDraw = False
305.4425 	DATA 	Keypress: left
305.4575 	EXP 	fixation: autoDraw = False
305.4575 	EXP 	grating: autoDraw = False
305.6511 	EXP 	window1: mouseVisible = True
